3.9993e+09,0.033748,0.86587
3.9994e+09,0.067495,0.86884
3.9994e+09,0.10124,0.83214
3.9995e+09,0.13499,0.9175
3.9996e+09,0.16874,0.92266
3.9996e+09,0.20249,0.94676
3.9997e+09,0.23623,0.90917
3.9998e+09,0.26998,0.9363
3.9998e+09,0.30373,0.92087
3.9999e+09,0.33748,0.99388
3.9999e+09,0.37122,0.98455
4e+09,0.40497,0.99289
4.0001e+09,0.43872,0.97731
4.0001e+09,0.47247,0.99219
4.0002e+09,0.50621,0.97101
4.0003e+09,0.53996,1.0075
4.0003e+09,0.57371,0.99552
4.0004e+09,0.60746,1.0316
4.0005e+09,0.6412,1.002
4.0005e+09,0.67495,1.0634
4.0006e+09,0.7087,1.0169
4.0006e+09,0.74245,1.0546
4.0007e+09,0.77619,1.0035
4.0008e+09,0.80994,1.0727
4.0008e+09,0.84369,1.0208
4.0009e+09,0.87744,1.0764
4.001e+09,0.91118,1.0219
4.001e+09,0.94493,1.0763
4.0011e+09,0.97868,1.0198
4.0011e+09,1.0124,1.0667
4.0012e+09,1.0462,1.0355
4.0013e+09,1.0799,1.0882
4.0013e+09,1.1137,1.0648
4.0014e+09,1.1474,1.0892
4.0015e+09,1.1812,1.0189
4.0015e+09,1.2149,1.0691
4.0016e+09,1.2487,1.0168
4.0016e+09,1.2824,1.0707
4.0017e+09,1.3162,1.0308
4.0018e+09,1.3499,1.0841
4.0018e+09,1.3837,1.0277
4.0019e+09,1.4174,1.0723
4.002e+09,1.4511,1.0095
4.002e+09,1.4849,1.0327
4.0021e+09,1.5186,1.0111
4.0021e+09,1.5524,1.0761
4.0022e+09,1.5861,1.0182
4.0023e+09,1.6199,1.0729
4.0023e+09,1.6536,1.0089
4.0024e+09,1.6874,1.0505
4.0025e+09,1.7211,0.99467
4.0025e+09,1.7549,1.0591
4.0026e+09,1.7886,1.0117
4.0031e+09,1.8224,1.0192
4.0031e+09,1.7886,1.0704
4.0032e+09,1.7549,1.0214
4.0033e+09,1.7211,1.0704
4.0033e+09,1.6874,1.0346
4.0034e+09,1.6536,1.0617
4.0035e+09,1.6199,1.0194
4.0035e+09,1.5861,1.0691
4.0036e+09,1.5524,1.0254
4.0036e+09,1.5186,1.0858
4.0037e+09,1.4849,1.0561
4.0038e+09,1.4511,1.0848
4.0038e+09,1.4174,1.0176
4.0039e+09,1.3837,1.0692
4.004e+09,1.3499,1.0254
4.004e+09,1.3162,1.0905
4.0041e+09,1.2824,1.0696
4.0042e+09,1.2487,1.0894
4.0042e+09,1.2149,1.0539
4.0043e+09,1.1812,1.0897
4.0043e+09,1.1474,1.0343
4.0044e+09,1.1137,1.0874
4.0045e+09,1.0799,1.0402
4.0045e+09,1.0462,1.1145
4.0046e+09,1.0124,1.0649
4.0047e+09,0.97868,1.0953
4.0047e+09,0.94493,1.0307
4.0048e+09,0.91118,1.0737
4.0048e+09,0.87744,1.0281
4.0049e+09,0.84369,1.0873
4.005e+09,0.80994,1.0504
4.005e+09,0.77619,1.0904
4.0051e+09,0.74245,1.0221
4.0052e+09,0.7087,1.0663
4.0052e+09,0.67495,1.0113
4.0053e+09,0.6412,1.0671
4.0053e+09,0.60746,1.0123
4.0054e+09,0.57371,1.07
4.0055e+09,0.53996,1.0088
4.0055e+09,0.50621,1.0606
4.0056e+09,0.47247,0.99482
4.0057e+09,0.43872,1.0212
4.0057e+09,0.40497,0.97766
4.0058e+09,0.37122,1.0153
4.0058e+09,0.33748,0.9785
4.0059e+09,0.30373,1.0148
4.006e+09,0.26998,0.97771
4.006e+09,0.23623,0.99695
4.0061e+09,0.20249,0.92211
4.0062e+09,0.16874,0.96943
4.0062e+09,0.13499,0.91085
4.0063e+09,0.10124,0.96581
