9.131e+08,0.033748,0.56258
9.1316e+08,0.067495,0.5237
9.1323e+08,0.10124,0.51308
9.1329e+08,0.13499,0.53124
9.1335e+08,0.16874,0.52558
9.1341e+08,0.20249,0.53406
9.1348e+08,0.23623,0.50902
9.1354e+08,0.26998,0.52077
9.136e+08,0.30373,0.51045
9.1367e+08,0.33748,0.5607
9.1373e+08,0.37122,0.52256
9.1379e+08,0.40497,0.53788
9.1385e+08,0.43872,0.50376
9.1392e+08,0.47247,0.52677
9.1398e+08,0.50621,0.50073
9.1404e+08,0.53996,0.53872
9.1411e+08,0.57371,0.51849
9.1417e+08,0.60746,0.56893
9.1423e+08,0.6412,0.52236
9.1429e+08,0.67495,0.5722
9.1436e+08,0.7087,0.51933
9.1442e+08,0.74245,0.57379
9.1448e+08,0.77619,0.5234
9.1455e+08,0.80994,0.58063
9.1461e+08,0.84369,0.56114
9.1467e+08,0.87744,0.58991
9.1473e+08,0.91118,0.55564
9.148e+08,0.94493,0.60657
9.1486e+08,0.97868,0.56804
9.1492e+08,1.0124,0.58708
9.1498e+08,1.0462,0.56174
9.1505e+08,1.0799,0.61793
9.1511e+08,1.1137,0.59616
9.1517e+08,1.1474,0.62041
9.1524e+08,1.1812,0.57642
9.153e+08,1.2149,0.60811
9.1536e+08,1.2487,0.57726
9.1542e+08,1.2824,0.63648
9.1549e+08,1.3162,0.60414
9.1555e+08,1.3499,0.65984
9.1561e+08,1.3837,0.61049
9.1568e+08,1.4174,0.63227
9.1574e+08,1.4511,0.59636
9.158e+08,1.4849,0.63341
9.1586e+08,1.5186,0.61386
9.1593e+08,1.5524,0.67968
9.1599e+08,1.5861,0.63236
9.1605e+08,1.6199,0.67844
9.1612e+08,1.6536,0.61947
9.1618e+08,1.6874,0.67755
9.1624e+08,1.7211,0.62006
9.163e+08,1.7549,0.6898
9.1637e+08,1.7886,0.67011
9.1686e+08,1.8224,0.67943
9.1693e+08,1.7886,0.67993
9.1699e+08,1.7549,0.68122
9.1705e+08,1.7211,0.70319
9.1712e+08,1.6874,0.68603
9.1718e+08,1.6536,0.68742
9.1724e+08,1.6199,0.66579
9.173e+08,1.5861,0.70373
9.1737e+08,1.5524,0.67378
9.1743e+08,1.5186,0.689
9.1749e+08,1.4849,0.66525
9.1755e+08,1.4511,0.69699
9.1762e+08,1.4174,0.63534
9.1768e+08,1.3837,0.67368
9.1774e+08,1.3499,0.62368
9.1781e+08,1.3162,0.67596
9.1787e+08,1.2824,0.63222
9.1793e+08,1.2487,0.67546
9.1799e+08,1.2149,0.62101
9.1806e+08,1.1812,0.66232
9.1812e+08,1.1474,0.60895
9.1818e+08,1.1137,0.66376
9.1825e+08,1.0799,0.61074
9.1831e+08,1.0462,0.64739
9.1837e+08,1.0124,0.61625
9.1843e+08,0.97868,0.66078
9.185e+08,0.94493,0.59601
9.1856e+08,0.91118,0.61838
9.1862e+08,0.87744,0.59422
9.1869e+08,0.84369,0.62195
9.1875e+08,0.80994,0.59229
9.1881e+08,0.77619,0.62135
9.1887e+08,0.74245,0.57587
9.1894e+08,0.7087,0.60712
9.19e+08,0.67495,0.56977
9.1906e+08,0.6412,0.59685
9.1913e+08,0.60746,0.57622
9.1919e+08,0.57371,0.61367
9.1925e+08,0.53996,0.56764
9.1931e+08,0.50621,0.59586
9.1938e+08,0.47247,0.56085
9.1944e+08,0.43872,0.5905
9.195e+08,0.40497,0.52881
9.1956e+08,0.37122,0.59041
9.1963e+08,0.33748,0.55975
9.1969e+08,0.30373,0.59978
9.1975e+08,0.26998,0.53892
9.1982e+08,0.23623,0.59685
9.1988e+08,0.20249,0.53664
9.1994e+08,0.16874,0.58559
9.2e+08,0.13499,0.52231
9.2007e+08,0.10124,0.61233
