3.3664e+08,0.033748,0.79172
3.367e+08,0.067495,0.77912
3.3676e+08,0.10124,0.77312
3.3682e+08,0.13499,0.8188
3.3689e+08,0.16874,0.82331
3.3695e+08,0.20249,0.83179
3.3701e+08,0.23623,0.80099
3.3708e+08,0.26998,0.82024
3.3714e+08,0.30373,0.81642
3.372e+08,0.33748,0.86641
3.3726e+08,0.37122,0.86002
3.3733e+08,0.40497,0.87395
3.3739e+08,0.43872,0.83105
3.3745e+08,0.47247,0.87237
3.3751e+08,0.50621,0.82029
3.3758e+08,0.53996,0.87876
3.3764e+08,0.57371,0.82872
3.377e+08,0.60746,0.88715
3.3777e+08,0.6412,0.8738
3.3783e+08,0.67495,0.90312
3.3789e+08,0.7087,0.88625
3.3795e+08,0.74245,0.88551
3.3802e+08,0.77619,0.86344
3.3808e+08,0.80994,0.90832
3.3814e+08,0.84369,0.86865
3.3821e+08,0.87744,0.92231
3.3827e+08,0.91118,0.89538
3.3833e+08,0.94493,0.92464
3.3839e+08,0.97868,0.89409
3.3846e+08,1.0124,0.91933
3.3852e+08,1.0462,0.89077
3.3858e+08,1.0799,0.93317
3.3865e+08,1.1137,0.91507
3.3871e+08,1.1474,0.94418
3.3877e+08,1.1812,0.9054
3.3883e+08,1.2149,0.90723
3.389e+08,1.2487,0.89513
3.3896e+08,1.2824,0.92405
3.3902e+08,1.3162,0.9113
3.3909e+08,1.3499,0.96516
3.3915e+08,1.3837,0.91224
3.3921e+08,1.4174,0.95866
3.3927e+08,1.4511,0.89305
3.3934e+08,1.4849,0.91963
3.394e+08,1.5186,0.89677
3.3946e+08,1.5524,0.95609
3.3952e+08,1.5861,0.90932
3.3959e+08,1.6199,0.94354
3.3965e+08,1.6536,0.90009
3.3971e+08,1.6874,0.93178
3.3978e+08,1.7211,0.89454
3.3984e+08,1.7549,0.93486
3.399e+08,1.7886,0.90545
3.404e+08,1.8224,0.90897
3.4046e+08,1.7886,0.92702
3.4052e+08,1.7549,0.91477
3.4059e+08,1.7211,0.9541
3.4065e+08,1.6874,0.9169
3.4071e+08,1.6536,0.92662
3.4078e+08,1.6199,0.90257
3.4084e+08,1.5861,0.94577
3.409e+08,1.5524,0.89716
3.4096e+08,1.5186,0.94964
3.4103e+08,1.4849,0.91675
3.4109e+08,1.4511,0.95618
3.4115e+08,1.4174,0.90183
3.4122e+08,1.3837,0.92538
3.4128e+08,1.3499,0.89974
3.4134e+08,1.3162,0.9297
3.414e+08,1.2824,0.9177
3.4147e+08,1.2487,0.95852
3.4153e+08,1.2149,0.89731
3.4159e+08,1.1812,0.92841
3.4166e+08,1.1474,0.89935
3.4172e+08,1.1137,0.93109
3.4178e+08,1.0799,0.89791
3.4184e+08,1.0462,0.95157
3.4191e+08,1.0124,0.90788
3.4197e+08,0.97868,0.92777
3.4203e+08,0.94493,0.88744
3.4209e+08,0.91118,0.91606
3.4216e+08,0.87744,0.88273
3.4222e+08,0.84369,0.91988
3.4228e+08,0.80994,0.88551
3.4235e+08,0.77619,0.92176
3.4241e+08,0.74245,0.87658
3.4247e+08,0.7087,0.90599
3.4253e+08,0.67495,0.8683
3.426e+08,0.6412,0.89835
3.4266e+08,0.60746,0.86096
3.4272e+08,0.57371,0.90941
3.4279e+08,0.53996,0.85778
3.4285e+08,0.50621,0.89354
3.4291e+08,0.47247,0.83378
3.4297e+08,0.43872,0.87177
3.4304e+08,0.40497,0.81761
3.431e+08,0.37122,0.87723
3.4316e+08,0.33748,0.81855
3.4323e+08,0.30373,0.87723
3.4329e+08,0.26998,0.81731
3.4335e+08,0.23623,0.86785
3.4341e+08,0.20249,0.80129
3.4348e+08,0.16874,0.8309
3.4354e+08,0.13499,0.77917
3.436e+08,0.10124,0.83651
