0.0066797,0.782
0.010363,0.77273
0.013935,0.76679
0.016997,0.78205
0.022545,0.75158
0.024618,0.7822
0.025822,0.79564
0.026925,0.76412
0.027819,0.77782
0.028719,0.75763
0.029696,0.77188
0.030782,0.76835
0.031678,0.78698
0.032556,0.76931
0.033428,0.73255
0.034311,0.75204
0.03508,0.75158
0.035874,0.80561
0.036613,0.77812
0.037405,0.73844
0.038163,0.77631
0.039057,0.76573
0.03984,0.7614
0.040758,0.75284
0.041625,0.76568
0.042373,0.77349
0.043119,0.75541
0.043844,0.9098
0.044589,0.81785
0.045375,0.74388
0.046121,0.76654
0.046843,0.75345
0.047668,0.69791
0.048673,0.7889
0.049565,0.73225
0.050316,0.89942
0.051106,0.74776
0.051842,0.74665
0.053042,0.77047
0.053791,0.73255
0.054677,0.75526
0.055982,0.74096
0.056735,0.74146
0.057682,0.75274
0.058426,0.78245
0.059402,0.75848
0.060335,0.73678
0.061363,0.73849
0.062129,0.75823
0.063288,0.72852
0.064104,0.32871
0.064838,0.078452
0.065816,0.021048
0.066564,0.016214
0.067545,0.0040787
0.068358,0.0035751
0.069425,0.030666
0.070275,0.0050354
0.071082,0.006395
0.072048,0.00020142
0.072941,0.0042801
0.073854,0.00020142
0.074626,0.0012589
0.075602,0.11461
0.076368,0.00020142
0.077334,0.013243
0.07832,0.072157
0.079147,0.0020142
0.079901,0.010625
0.080635,0.00055389
0.081672,0.014754
0.082507,0.0011581
0.083243,0.0018631
0.084001,0.042902
0.084821,0.23379
0.085654,0.61165
0.086514,0.68602
0.087257,0.72505
0.0882,0.73356
0.088989,0.72344
0.089805,0.74841
0.090639,0.73003
0.091379,0.80098
0.092123,0.75345
0.092939,0.73889
0.093667,0.7473
0.094743,0.73033
0.095662,0.74187
0.096408,0.74846
0.097151,0.64655
0.097878,0.76553
0.098768,0.73386
0.099648,0.74705
0.10059,0.74967
0.1017,0.73044
0.10256,0.75506
0.10352,0.72897
0.10437,0.75179
0.10513,0.74615
0.1059,0.73139
0.10686,0.76322
0.10761,0.73275
0.10836,0.74388
0.10917,0.75511
0.1099,0.71996
0.11066,0.75904
0.11142,0.74408
0.11217,0.74373
0.1129,0.74171
0.11365,0.74685
0.11458,0.76911
0.11567,0.73331
0.11653,0.75455
0.11739,0.74569
0.11815,0.73552
0.11898,0.75571
0.11978,0.73683
0.12079,0.74665
0.12181,0.74474
0.12278,0.6544
0.1239,0.7544
0.12467,0.73265
0.12567,0.74841
0.12646,0.73255
0.12728,0.72379
0.12808,0.76024
0.12884,0.73109
0.12959,0.74841
0.13034,0.74564
0.13109,0.74766
0.13182,0.75501
0.13264,0.73104
0.13346,0.75027
0.13439,0.74292
0.13521,0.7391
0.13595,0.76951
0.13669,0.73054
0.13743,0.74892
0.13817,0.74131
0.139,0.7391
0.14012,0.75667
0.14118,0.72933
0.14221,0.75224
0.14329,0.72203
0.14433,0.7181
0.14536,0.76357
0.14639,0.7327
0.14752,0.75486
0.14868,0.74549
0.14987,0.72248
0.15093,0.77011
0.15198,0.73144
0.15338,0.75244
0.15463,0.74257
0.1559,0.7462
0.15718,0.74992
0.15847,0.60621
0.15973,0.74982
0.16102,0.74111
0.16227,0.72993
0.16352,0.75184
0.16477,0.73315
0.16602,0.7534
0.16711,0.75455
0.16827,0.77948
0.27302,0.75889
0.274,0.73456
0.27479,0.75345
0.27555,0.74136
0.27631,0.75904
0.2771,0.75717
0.27785,0.73225
0.2786,0.75375
0.27934,0.7391
0.28009,0.71503
0.2809,0.23666
0.28206,0.04265
0.28333,0.026839
0.2846,0.0048843
0.2856,0.004834
0.2864,0.010373
0.28716,0.00020142
0.28792,0.010927
0.28887,0.00020142
0.28988,0.038168
0.29111,0.053979
0.29204,0.00020142
0.29328,0.018178
0.29438,0.0031219
0.29542,0.018329
0.29645,0.0088623
0.29745,0.00020142
0.29819,0.087163
0.29893,0.00020142
0.29981,0.0018127
0.30055,0.011783
0.30135,0.00020142
0.30216,0.052066
0.30334,0.00030212
0.30461,0.43304
0.30544,0.66044
0.30638,0.78955
0.30762,0.77983
0.3087,0.72379
0.30949,0.73764
0.31031,0.74156
0.31115,0.74171
0.31189,0.7614
0.31288,0.7324
0.31365,0.73673
0.31459,0.74957
0.3154,0.73134
0.3164,0.85018
0.31723,0.73703
0.31799,0.75783
0.31876,0.74892
0.31974,0.73406
0.3205,0.75748
0.32132,0.73371
0.3222,0.74363
0.32317,0.74156
0.32403,0.7321
0.32482,0.7472
0.32585,0.73451
0.32673,0.74051
0.3276,0.75103
0.32842,0.63985
0.32921,0.75622
0.32994,0.73552
0.33097,0.74247
0.33175,0.78441
0.33263,0.73023
0.33338,0.75395
0.33413,0.73482
0.33497,0.74801
0.33573,0.73819
0.3367,0.73733
0.33747,0.74876
0.33827,0.67293
0.33916,0.75017
0.3402,0.75566
0.34121,0.72897
0.34196,0.76951
0.34292,0.73169
0.34368,0.74851
0.34463,0.75536
0.3454,0.73351
0.34613,0.76014
0.34701,0.72782
0.34785,0.75148
0.34895,0.74579
0.34988,0.74136
0.35083,0.76468
0.35159,0.73482
0.35245,0.76065
0.35325,0.75153
0.35399,0.72988
0.35482,0.76543
0.35558,0.72671
0.35667,0.75053
0.35744,0.74408
0.35826,0.76105
0.35958,0.75717
0.36079,0.85108
0.36202,0.74957
0.36326,0.73713
0.3645,0.79932
0.36572,0.76221
0.367,0.73532
0.36824,0.74987
0.36951,0.74791
0.37043,0.72439
0.37125,0.75652
0.37207,0.73804
0.373,0.68481
0.37396,0.74957
0.37475,0.75727
0.37562,0.75647
0.37636,0.73396
0.37712,0.74665
0.37796,0.7467
0.37872,0.73456
0.37946,0.75596
0.38031,0.72605
0.38105,0.75586
0.38195,0.83703
0.38275,0.74675
0.38352,0.75979
0.38445,0.733
0.38537,0.75113
0.38622,0.79816
0.38697,0.73728
0.38776,0.74942
0.38876,0.73658
0.38972,0.67369
0.39076,0.74479
0.39156,0.7253
0.3924,0.84086
0.39327,0.73079
0.39404,0.46723
0.39498,0.12045
0.39576,0.027292
0.39661,0.015358
0.39737,0.00020142
0.39813,0.013193
0.39896,0.00020142
0.39971,0.022408
0.40056,0.013545
0.4013,0.0099701
0.40204,0.0092651
0.40288,0.00020142
0.40362,0.0014603
0.40443,0.01707
0.4052,0.00020142
0.40597,0.012437
0.40694,0.04839
0.4077,0.00020142
0.40862,0.014653
0.4094,0.078804
0.4102,0.013445
0.41131,0.015358
0.41211,0.00090637
0.41295,0.013998
0.41383,0.059871
0.41458,0.55812
0.41558,0.67867
0.41633,0.7047
0.41728,0.67671
0.41808,0.71437
0.41896,0.74106
0.41977,0.72359
0.42051,0.73109
0.42149,0.72968
0.42226,0.72303
0.4236,0.74378
0.42489,0.73537
0.42614,0.70178
0.42734,0.75581
0.42857,0.72193
0.42985,0.7535
0.43108,0.73134
0.43234,0.75033
0.43366,0.72953
0.4349,0.72334
0.43611,0.74997
0.43751,0.73023
0.43875,0.77938
0.44005,0.76563
0.4414,0.72887
0.44276,0.74917
0.44406,0.73109
0.44599,0.73748
0.44734,0.75133
0.44853,0.72334
0.4502,0.75702
0.45149,0.7319
0.45281,0.72666
0.45373,0.7463
0.45458,0.72459
0.45541,0.74695
0.4564,0.73023
0.45724,0.7398
0.45806,0.73114
0.45881,0.72913
0.45962,0.74937
0.46037,0.73884
0.46111,0.73643
0.46201,0.74025
0.46277,0.72525
0.46362,0.75818
0.46438,0.7254
0.46518,0.74222
0.46602,0.73351
0.46676,0.71941
0.46753,0.74151
0.46833,0.74111
0.46907,0.7463
0.46985,0.76186
0.47064,0.81689
0.47138,0.75652
0.47228,0.73562
0.47326,0.73774
0.47414,0.74871
0.4749,0.72958
0.47571,0.65581
0.47659,0.73159
0.47782,0.74287
0.47912,0.75249
0.4804,0.71936
0.48167,0.7541
0.48295,0.74312
0.4842,0.74458
0.48536,0.75314
0.48661,0.73562
0.48791,0.69473
0.48919,0.73497
0.49038,0.74771
0.49147,0.8033
0.49257,0.72872
0.49367,0.76311
0.49477,0.73477
0.49586,0.75103
0.49696,0.7533
0.49805,0.7322
0.49914,0.76417
0.50022,0.74106
0.50131,0.75048
0.50243,0.74343
0.50352,0.73431
0.5046,0.7606
0.50568,0.73416
0.50681,0.75027
0.5079,0.73794
0.50899,0.7469
0.51008,0.76291
0.51119,0.73391
0.51231,0.75048
0.51345,0.79277
0.51458,0.732
0.51568,0.76055
0.51676,0.73391
0.51784,0.68718
0.51893,0.74927
0.52002,0.73174
0.52111,0.29528
0.52219,0.058713
0.52327,0.027443
0.52436,0.0090134
0.52545,0.00020142
0.52652,0.013998
0.5276,0.00020142
0.52868,0.0093658
0.52976,0.0039276
0.53665,0.00020142
0.54346,0.015811
0.55521,0.00020142
0.56195,0.014401
0.56971,0.0011581
0.5766,0.00020142
0.5862,0.013596
0.59403,0.00020142
0.60103,0.011028
0.61018,0.0013596
0.6179,0.00020142
0.62641,0.010474
0.63429,0.0284
0.64223,0.004985
0.64912,0.00080566
0.65815,0.30479
0.66619,0.6253
0.67426,0.68356
0.68177,0.72505
0.68925,0.72434
0.69995,0.7251
0.70616,0.74262
0.71453,0.71175
0.72201,0.7402
0.73249,0.72384
0.73683,0.72439
0.74731,0.75199
0.75332,0.72147
0.76309,0.74086
0.7702,0.73139
0.77928,0.70536
0.78702,0.74197
0.79215,0.72273
0.80114,0.73628
0.81029,0.69982
0.81765,0.66457
0.82674,0.70934
0.83359,0.78527
0.8401,0.70984
0.84917,0.72384
0.85719,0.73054
0.8641,0.73849
0.87262,0.71251
0.88173,0.74484
0.89287,0.72464
0.89823,0.68466
0.90516,0.7393
0.91484,0.72021
0.92231,0.73406
0.93181,0.61457
0.94004,0.72152
0.94735,0.73774
0.95476,0.72374
0.96436,0.73537
0.97194,0.72293
0.97871,0.77782
0.98624,0.72595
0.99431,0.72057
1.0044,0.74554
1.0239,0.73013
1.0253,0.72882
1.0264,0.73225
1.0359,0.71533
1.0409,0.74861
1.053,0.73643
1.0583,0.72505
1.0674,0.75551
1.0743,0.74071
1.0819,0.7537
1.0888,0.74035
1.0973,0.73764
1.1074,0.7612
1.1149,0.73819
1.123,0.77978
1.132,0.75667
1.138,0.76276
1.1463,0.77726
1.1544,0.74947
1.1625,0.775
1.17,0.761
1.177,0.72459
1.186,0.77354
1.1943,0.75561
1.205,0.7756
1.2101,0.59675
1.2218,0.76105
1.2274,0.75481
1.2371,0.74947
1.2426,0.77223
1.2539,0.75486
1.2607,0.76447
1.269,0.75043
1.2762,0.74469
1.2839,0.77867
1.2913,0.75773
1.3019,0.76261
1.3072,0.76875
1.317,0.739
1.3247,0.77696
1.3332,0.75289
1.3412,0.77147
1.3484,0.78346
1.3564,0.76478
1.3641,0.7901
1.3721,0.74554
1.3802,0.81427
1.3884,0.75808
1.3964,0.7396
1.4044,0.74972
1.4127,0.85355
1.4205,0.75158
1.4292,0.76971
1.4379,0.76483
1.4441,0.79328
1.4521,0.79126
1.4598,0.65788
1.4684,0.18832
1.4744,0.037967
1.4835,0.050606
1.4918,0.0035751
1.4987,0.0054886
1.5085,0.039226
1.5165,0.0037262
1.5236,0.013696
1.5304,0.00020142
1.5409,0.0029205
1.5465,0.013042
1.5579,0.00020142
1.5647,0.022055
1.5715,0.00020142
1.5818,0.0084091
1.5885,0.0044312
1.5955,0.00020142
1.6045,0.01561
1.6136,0.00020142
1.6215,0.0097687
1.6296,0.019739
1.6365,0.00020142
1.6456,0.015509
1.6516,0.014854
1.6615,0.50762
1.6696,0.67167
1.6756,0.70808
1.6856,0.76201
1.6937,0.74161
1.7006,0.75269
1.7106,0.79438
1.7186,0.75491
1.7246,0.75128
1.7339,0.73905
1.7412,0.75742
1.7495,0.77193
1.7577,0.75073
1.7646,0.77183
1.7737,0.74131
1.7817,0.76865
1.7886,0.69408
1.7978,0.7534
1.8037,0.77414
1.8141,0.74841
1.8228,0.76729
1.8277,0.75954
1.8367,0.7182
1.8463,0.7757
1.8516,0.75476
1.8621,0.7676
1.8687,0.75345
1.8781,0.77444
1.8847,0.77671
1.8958,0.74922
1.902,0.76654
1.9088,0.75415
1.9208,0.75481
1.9267,0.77938
1.9348,0.75133
1.9428,0.76986
1.9506,0.58642
1.9575,0.75007
1.9656,0.77676
1.9754,0.7536
1.9827,0.7608
1.9898,0.79136
1.9977,0.77893
2.0047,0.78457
2.0212,0.75657
2.0225,0.75244
2.03,0.75924
2.0374,0.75576
2.0475,0.76191
2.0529,0.75304
2.0618,0.77006
2.0688,0.75833
2.0781,0.75148
2.0849,0.76886
2.0939,0.74217
2.1029,0.76417
2.1109,0.75607
2.1178,0.76805
2.1248,0.76241
2.1359,0.74801
2.1409,0.76523
2.1501,0.75143
2.1605,0.76765
2.1651,0.77127
2.1751,0.74086
2.182,0.7465
2.191,0.79962
2.1981,0.78094
2.2072,0.76483
2.2141,0.74106
2.2251,0.76286
2.2321,0.7466
2.2396,0.76961
2.2466,0.76427
2.2567,0.72887
2.2626,0.76155
2.2715,0.75974
2.2785,0.74232
2.2876,0.75768
2.2946,0.73174
2.3016,0.75148
2.3109,0.74287
2.3197,0.82072
2.3287,0.77132
2.3356,0.7321
2.3432,0.75798
2.3518,0.63582
2.3607,0.74317
2.3688,0.79872
2.3748,0.73351
2.3838,0.7606
2.3918,0.74312
2.3978,0.75249
